2018-05-21 21:29:25:775	1526909365775	*	*	0.0	*	*	*
2018-05-21 21:32:17:038	1526909537038	171.28697	2.200898	0.0	0.1921476	0.98136604	0.0
2018-05-21 21:32:22:054	1526909542054	173.83229	2.240708	0.0	0.9992413	0.03894636	0.0
2018-05-21 21:32:27:072	1526909547072	174.55272	2.205818	0.0	-0.9535427	-0.30125785	0.0
2018-05-21 21:32:32:091	1526909552091	170.10017	2.180579	0.0	0.99410194	0.10844956	0.0
2018-05-21 21:32:37:111	1526909557111	178.80348	2.089761	0.0	-0.98764426	0.1567126	0.0
2018-05-21 21:32:42:128	1526909562128	173.76318	2.04202	0.0	0.9453574	-0.3260359	0.0
2018-05-21 21:32:47:143	1526909567143	165.27855	1.876296	0.0	-0.24486461	-0.9695573	0.0
2018-05-21 21:32:52:154	1526909572154	171.22	1.931551	0.0	-0.5751689	0.8180347	0.0
2018-05-21 21:32:57:168	1526909577168	179.4577	1.823617	0.0	-0.46377426	-0.88595337	0.0
2018-05-21 21:33:02:190	1526909582190	179.70186	1.70214	0.0	-0.5011189	0.86537844	0.0
2018-05-21 21:33:07:215	1526909587215	174.95831	1.60131	0.0	-0.22577688	-0.974179	0.0
2018-05-21 21:33:12:238	1526909592238	187.44196	1.419726	0.0	-0.74498135	-0.6670853	0.0
2018-05-21 21:33:17:259	1526909597259	173.1553	1.964985	0.0	0.97167397	0.23632547	0.0
2018-05-21 21:33:22:288	1526909602288	175.58354	1.897364	0.0	0.8572052	0.514975	0.0
2018-05-21 21:33:27:318	1526909607318	171.64435	2.492843	0.0	-0.20861824	-0.9779971	0.0
2018-05-21 21:33:32:351	1526909612351	178.04834	2.003842	0.0	-0.30795816	0.9513999	0.0
2018-05-21 21:33:37:378	1526909617378	182.07587	2.153932	0.0	-0.71158737	-0.7025976	0.0
2018-05-21 21:33:42:403	1526909622403	178.58717	2.331969	0.0	-0.038103204	0.99927384	0.0
2018-05-21 21:33:47:430	1526909627430	170.84647	2.028826	0.0	-0.8608849	-0.50879973	0.0
2018-05-21 21:33:52:456	1526909632456	184.33708	2.202276	0.0	0.77545875	-0.6313982	0.0
2018-05-21 21:33:57:482	1526909637482	181.37271	2.065208	0.0	-0.85141414	-0.524494	0.0
2018-05-21 21:34:02:502	1526909642502	172.91403	2.280195	0.0	0.29651082	0.9550295	0.0
2018-05-21 21:34:07:528	1526909647528	176.6405	2.195756	0.0	0.69664276	0.7174182	0.0
2018-05-21 21:34:12:544	1526909652544	190.84547	2.038396	0.0	0.3570791	-0.93407416	0.0
2018-05-21 21:34:17:563	1526909657563	207.74797	1.695347	0.0	-0.39889964	0.9169946	0.0
2018-05-21 21:34:22:592	1526909662592	181.5543	2.178461	0.0	-0.9976184	0.06897523	0.0
2018-05-21 21:34:27:621	1526909667621	185.25922	1.864819	0.0	-0.75086045	0.6604609	0.0
2018-05-21 21:34:32:642	1526909672642	186.2836	2.176361	0.0	-0.40376174	-0.9148642	0.0
2018-05-21 21:34:37:666	1526909677666	195.04617	2.00098	0.0	0.48754355	-0.8730987	0.0
2018-05-21 21:34:42:689	1526909682689	183.16809	2.165888	0.0	0.89298373	-0.45008892	0.0
2018-05-21 21:34:47:710	1526909687710	165.89445	2.358203	0.0	-0.99447715	-0.104953215	0.0
2018-05-21 21:34:52:731	1526909692731	182.51523	2.251205	0.0	0.059309334	-0.9982397	0.0
2018-05-21 21:34:57:759	1526909697759	181.57803	2.00942	0.0	-0.9711666	0.23840179	0.0
2018-05-21 21:35:02:783	1526909702783	179.62988	2.00125	0.0	-0.7255968	-0.6881201	0.0
2018-05-21 21:35:07:819	1526909707819	172.23615	2.00199	0.0	0.20142438	-0.97950405	0.0
2018-05-21 21:35:12:836	1526909712836	176.55356	2.013312	0.0	-0.71920156	-0.6948015	0.0
2018-05-21 21:35:17:852	1526909717852	187.65852	1.65293	0.0	0.92163783	0.38805112	0.0
2018-05-21 21:35:22:878	1526909722878	166.30093	1.798552	0.0	0.94756716	0.31955668	0.0
2018-05-21 21:35:27:903	1526909727903	161.04376	1.302258	0.0	0.9733367	0.22938113	0.0
2018-05-21 21:35:32:928	1526909732928	173.75182	1.966527	0.0	0.9787677	-0.20497274	0.0
2018-05-21 21:35:37:944	1526909737944	182.24747	2.157156	0.0	0.5891838	-0.807999	0.0
2018-05-21 21:35:42:962	1526909742962	187.47655	2.011768	0.0	0.99541277	-0.09567354	0.0
2018-05-21 21:35:47:987	1526909747987	230.41425	2.168288	0.0	-0.7796447	-0.6262221	0.0
2018-05-21 21:35:53:009	1526909753009	245.96016	1.529809	0.0	-0.96959114	-0.24473049	0.0
2018-05-21 21:35:58:030	1526909758030	250.54231	1.884029	0.0	-0.9807852	-0.19509082	0.0
2018-05-21 21:36:03:054	1526909763054	252.15013	1.976895	0.0	-0.42957315	-0.90303206	0.0
2018-05-21 21:36:08:082	1526909768082	260.61462	1.596669	0.0	-0.5126111	0.85862094	0.0
2018-05-21 21:36:13:101	1526909773101	269.5606	1.978617	0.0	0.48356962	0.8753059	0.0
2018-05-21 21:36:18:114	1526909778114	245.90881	2.022579	0.0	0.15323715	-0.98818946	0.0
2018-05-21 21:36:23:136	1526909783136	287.01288	0.882789	0.0	0.750722	-0.6606183	0.0
2018-05-21 21:36:28:162	1526909788162	272.7532	1.408909	0.0	-0.85590523	0.5171327	0.0
2018-05-21 21:36:33:181	1526909793181	255.96814	1.551672	0.0	0.6367392	0.77107924	0.0
2018-05-21 21:36:38:198	1526909798198	279.01096	1.526786	0.0	0.86893505	0.49492615	0.0
2018-05-21 21:36:43:217	1526909803217	263.94366	2.045696	0.0	0.32135102	0.94696015	0.0
2018-05-21 21:36:48:245	1526909808245	252.53146	1.686575	0.0	-0.77358687	-0.63369024	0.0
2018-05-21 21:36:53:266	1526909813266	259.5098	1.263341	0.0	-0.6292382	0.77721256	0.0
2018-05-21 21:36:58:290	1526909818290	262.40067	1.748673	0.0	-0.9326549	-0.36076972	0.0
2018-05-21 21:37:03:324	1526909823324	262.00586	1.89831	0.0	0.944094	0.32967636	0.0
2018-05-21 21:37:08:342	1526909828342	271.0154	2.154161	0.0	0.39783698	-0.9174561	0.0
2018-05-21 21:37:13:355	1526909833355	268.8765	1.777992	0.0	-0.99442446	0.105451226	0.0
2018-05-21 21:37:18:377	1526909838377	270.49026	1.685584	0.0	0.67575914	-0.73712254	0.0
2018-05-21 21:37:23:397	1526909843397	262.43262	1.79355	0.0	0.9755355	0.21984196	0.0
2018-05-21 21:37:28:419	1526909848419	265.41428	1.810882	0.0	0.9710601	0.2388353	0.0
2018-05-21 21:37:33:434	1526909853434	274.03778	2.19003	0.0	0.25957602	0.9657227	0.0
2018-05-21 21:37:38:450	1526909858450	267.44003	1.873951	0.0	0.9147584	0.40400138	0.0
2018-05-21 21:37:43:469	1526909863469	260.1783	1.728772	0.0	-0.8440609	-0.5362473	0.0
2018-05-21 21:37:48:494	1526909868494	270.20862	1.862544	0.0	-0.24629085	-0.96919596	0.0
2018-05-21 21:37:53:519	1526909873519	273.84482	1.490101	0.0	0.6836017	-0.7298553	0.0
2018-05-21 21:37:58:539	1526909878539	249.83719	0.826477	0.0	-0.1510344	0.9885285	0.0
2018-05-21 21:38:03:556	1526909883556	249.83719	0.826477	0.0	0.43851963	0.8987216	0.0
2018-05-21 21:38:08:578	1526909888578	*	*	0.0	-0.3659588	0.93063104	0.0
2018-05-21 21:38:13:597	1526909893597	92.09125	1.264508	0.0	-0.2765716	-0.96099335	0.0
2018-05-21 21:38:18:613	1526909898613	92.09125	1.264508	0.0	0.9731368	-0.23022771	0.0
2018-05-21 21:38:23:631	1526909903631	176.45915	2.416738	0.0	-0.91881174	0.39469603	0.0
2018-05-21 21:38:28:653	1526909908653	192.0414	2.010387	0.0	0.5958493	-0.8030963	0.0
2018-05-21 21:38:33:674	1526909913674	164.42953	2.487095	0.0	-0.48355904	0.87531173	0.0
2018-05-21 21:38:38:697	1526909918697	170.69373	2.43146	0.0	0.87961656	-0.47568342	0.0
2018-05-21 21:38:43:723	1526909923723	161.61324	2.135585	0.0	-0.38408902	-0.9232961	0.0
2018-05-21 21:38:48:752	1526909928752	174.4372	1.679183	0.0	0.31789327	-0.9481265	0.0
2018-05-21 21:38:53:775	1526909933775	203.6682	2.457435	0.0	-0.56523794	-0.8249279	0.0
2018-05-21 21:38:58:789	1526909938789	243.44527	2.33637	0.0	0.6450219	0.76416403	0.0
2018-05-21 21:39:03:814	1526909943814	240.6021	2.203067	0.0	-0.12800296	0.9917738	0.0
2018-05-21 21:39:08:840	1526909948840	189.9359	2.536285	0.0	-0.50762373	-0.8615789	0.0
2018-05-21 21:39:13:863	1526909953863	172.44759	2.242067	0.0	-0.92808855	-0.3723596	0.0
2018-05-21 21:39:18:880	1526909958880	191.26521	2.453694	0.0	-0.14753185	0.9890573	0.0
2018-05-21 21:39:23:888	1526909963888	183.0265	2.273115	0.0	0.9997804	0.02095489	0.0
2018-05-21 21:39:28:913	1526909968913	186.9709	2.061249	0.0	-0.6136974	0.7895413	0.0
2018-05-21 21:39:33:943	1526909973943	181.48965	2.140382	0.0	-0.30690378	0.95174056	0.0
2018-05-21 21:39:38:971	1526909978971	184.43121	2.038553	0.0	0.6838391	0.72963285	0.0
2018-05-21 21:39:43:992	1526909983992	184.70876	2.433044	0.0	-0.9734237	0.22901146	0.0
2018-05-21 21:39:49:025	1526909989025	172.55872	2.085501	0.0	-0.98805827	0.15408058	0.0
2018-05-21 21:39:54:054	1526909994054	179.7658	2.239785	0.0	-0.5981536	-0.80138147	0.0
2018-05-21 21:39:59:077	1526909999077	190.14105	2.228519	0.0	0.83959514	-0.54321265	0.0
2018-05-21 21:40:04:093	1526910004093	170.9762	2.405252	0.0	-0.7974966	0.6033234	0.0
2018-05-21 21:40:09:112	1526910009112	179.69882	1.735151	0.0	-0.99952835	0.030709358	0.0
2018-05-21 21:40:14:132	1526910014132	181.62032	1.797796	0.0	-0.5245032	-0.8514085	0.0
2018-05-21 21:40:19:147	1526910019147	184.68396	1.851952	0.0	0.9644117	-0.2644052	0.0
2018-05-21 21:40:24:168	1526910024168	176.92688	2.114173	0.0	-0.7158662	-0.6982375	0.0
2018-05-21 21:40:29:190	1526910029190	182.14311	2.178429	0.0	-0.039446734	-0.9992217	0.0
2018-05-21 21:40:34:215	1526910034215	206.22572	2.184999	0.0	-0.81715673	0.57641554	0.0
2018-05-21 21:40:39:239	1526910039239	218.3604	2.337714	0.0	-0.5790239	-0.8153106	0.0
2018-05-21 21:40:44:260	1526910044260	208.48955	2.33585	0.0	-0.99680704	0.07984817	0.0
2018-05-21 21:40:49:281	1526910049281	226.78691	2.451659	0.0	-0.11708246	-0.9931222	0.0
2018-05-21 21:40:54:304	1526910054304	234.2743	2.015183	0.0	0.8519329	0.52365094	0.0
2018-05-21 21:40:59:324	1526910059324	247.82144	2.321302	0.0	-0.15766571	0.98749256	0.0
2018-05-21 21:41:04:351	1526910064351	250.9418	1.936833	0.0	-0.2456026	0.9693706	0.0
2018-05-21 21:41:09:373	1526910069373	217.10841	1.61145	0.0	-0.6250027	0.7806226	0.0
2018-05-21 21:41:14:398	1526910074398	229.1578	2.555337	0.0	0.48712075	0.87333465	0.0
2018-05-21 21:41:19:426	1526910079426	228.67453	2.250017	0.0	-0.9460956	0.3238876	0.0
2018-05-21 21:41:24:454	1526910084454	130.71114	2.68388	0.0	-0.79387265	0.6080841	0.0
2018-05-21 21:41:29:482	1526910089482	124.59387	2.47346	0.0	0.93910205	-0.3436384	0.0
2018-05-21 21:41:34:505	1526910094505	123.25246	2.691391	0.0	-0.80771077	-0.5895789	0.0
2018-05-21 21:41:39:532	1526910099532	134.09886	2.4244	0.0	0.5034446	-0.8640275	0.0
2018-05-21 21:41:44:561	1526910104561	129.05745	2.090352	0.0	-0.97862834	-0.205637	0.0
2018-05-21 21:41:49:585	1526910109585	150.4598	1.813344	0.0	0.97517025	0.22145654	0.0
2018-05-21 21:41:54:607	1526910114607	153.81654	1.487863	0.0	-0.09969658	0.9950179	0.0
2018-05-21 21:41:59:630	1526910119630	151.17668	0.648922	0.0	-0.49001285	-0.8717152	0.0
2018-05-21 21:42:04:654	1526910124654	140.04355	2.502922	0.0	0.3738284	-0.92749786	0.0
2018-05-21 21:42:09:669	1526910129669	169.0222	1.512841	0.0	0.36248976	-0.93198776	0.0
2018-05-21 21:42:14:691	1526910134691	191.0871	0.458158	0.0	0.98204905	0.18862577	0.0
2018-05-21 21:42:19:710	1526910139710	162.20471	2.784466	0.0	0.3179621	0.9481034	0.0
2018-05-21 21:42:24:728	1526910144728	162.20471	2.784466	0.0	-0.48026887	-0.8771213	0.0
