0.0
1526909363483	-0.17353809	0.48122218	0.18311994	1.5458096	0.38171306	-14.158523	0.45649195	0.53540117	-4.5685596	0.0045559322	0.005343471	-0.045595657	2.2734814E-5	2.6664757E-5	-2.2752945E-4
1526909363505	-0.17353809	0.7271565	0.16715018	1.8577739	0.5780636	-13.05849	0.24214315	0.31484744	-3.9256706	0.006979987	0.008495356	-0.08489489	8.047689E-5	9.593385E-5	-8.8068895E-4
1526909363526	-0.17673203	0.8889834	0.18099064	2.2396982	0.556481	-11.767146	-0.16843033	0.17825308	-2.8000603	0.005293859	0.0102798175	-0.11292583	1.419126E-4	1.8991141E-4	-0.0018708641
1526909363547	-0.17886133	0.8857895	0.201219	2.5396004	0.5137383	-10.867989	-0.5651782	0.16259763	-1.7731943	-3.4679566E-4	0.011902592	-0.13062286	1.6659923E-4	3.0060508E-4	-0.00308621
1526909363568	-0.16076228	0.75483745	0.21399482	2.7578657	0.68810195	-10.3131895	-0.8438162	0.066524684	-1.1088572	-0.008794099	0.0125685595	-0.14172345	1.20845245E-4	4.2309338E-4	-0.004449417
1526909363589	-0.17460273	0.57065284	0.22783528	2.793409	1.395603	-9.758389	-0.98462826	-0.3965279	-0.6187115	-0.01865105	0.008598985	-0.14791727	-1.6529171E-5	5.2904576E-4	-0.0058991895
1526909363610	-0.26083946	0.34388223	0.27361527	2.6540234	2.2545502	-9.366204	-0.9537275	-1.193346	-0.2007389	-0.028169546	-0.0033109803	-0.1499207	-2.5017123E-4	5.5543374E-4	-0.0073854476
1526909363631	-0.37156314	0.030874874	0.3641106	2.2744756	2.8047123	-9.739259	-0.66070807	-1.8715197	-0.1972065	-0.034783784	-0.022046452	-0.15189491	-5.652789E-4	4.285092E-4	-0.008896161
1526909363652	-0.39711475	-0.3374943	0.47909287	1.8076864	2.5125382	-10.954078	-0.10560107	-1.9086424	-0.91433716	-0.035837717	-0.041095298	-0.16102028	-9.176913E-4	1.1342205E-4	-0.010457656
1526909363674	-0.28000316	-0.62814397	0.5429719	1.2063735	1.9344965	-12.216726	0.58274674	-1.3459516	-2.0101614	-0.030003937	-0.054569393	-0.18114367	-0.0012472562	-3.6541958E-4	-0.01217033
1526909363695	-0.042586032	-0.75483745	0.5195496	0.71736085	1.1877254	-12.991531	1.1965756	-0.585027	-2.8755493	-0.018025216	-0.060426	-0.20993032	-0.0014876621	-9.410195E-4	-0.014127818
1526909363716	0.20973621	-0.71651	0.4247957	0.4617697	0.7794374	-12.790656	1.5032244	0.005306363	-3.0626793	-0.0030225683	-0.06037304	-0.24049681	-0.0015926939	-0.0015438255	-0.01637552
