0.0
1526711554055	0.26616272	0.15224507	0.0021293017	1.317689	-1.5340166	-9.27055	0.5374421	-1.8275802	0.60945606	0.0053802435	-0.018295601	0.006101168	2.6930362E-5	-9.157711E-5	3.053889E-5
1526711554077	0.35239944	0.04152138	0.026616272	1.3993064	-1.2405927	-9.586211	0.4310968	-1.5993223	0.31172085	0.009695882	-0.03430615	0.009221759	1.02392645E-4	-3.548708E-4	1.0723652E-4
1526711554099	0.20760691	0.10752974	0.029810224	1.1345352	-1.1667562	-10.016659	0.3129055	-1.387274	-0.059690475	0.012818776	-0.048151575	0.008626029	2.147443E-4	-7.663477E-4	1.9629976E-4
1526711554120	-0.07346091	0.246999	0.03726278	1.3656278	-1.0520473	-9.930569	0.2698343	-1.2860299	-0.23304081	0.015520043	-0.061025806	0.006293101	3.565919E-4	-0.0013128261	2.7097622E-4
1526711554144	-0.30023155	0.36198127	0.072396256	1.6462895	-1.1176558	-9.739259	0.5078864	-1.2918851	-0.117899895	0.02060441	-0.07395865	0.0051128296	5.374098E-4	-0.0019884794	3.2806766E-4
1526711554167	-0.34281757	0.41840777	0.09581858	1.4359843	-0.92693937	-9.681866	0.51933527	-1.257972	0.0031871796	0.025787538	-0.0865136	0.0051446385	7.6891284E-4	-0.002789261	3.7925402E-4
1526711554188	-0.27787387	0.44289476	0.12456415	1.6557455	-1.003412	-9.739259	0.4848722	-1.2271458	0.0023241043	0.030641513	-0.09879835	0.005167905	0.0010513638	-0.0037168246	4.308726E-4
1526711554210	-0.35878733	0.493998	0.1362753	2.216912	-0.64893776	-9.327943	0.85364646	-1.1339115	0.13352299	0.03916117	-0.11011514	0.0065005105	0.00139969	-0.0047593354	4.890998E-4
1526711554234	-0.62495005	0.5429719	0.103271134	2.0244253	-0.96734667	-10.112313	0.9640718	-1.1748043	-0.07017422	0.048812333	-0.12187591	0.005798003	0.0018400342	-0.0059205475	5.50659E-4
1526711554256	-0.87088436	0.6057863	0.08091346	2.102057	-1.144149	-9.356639	0.8352276	-1.4837611	-0.06626034	0.05717366	-0.1367296	0.005134687	0.0023705382	-0.0072149755	6.053817E-4
1526711554278	-0.88259554	0.603657	0.027680922	1.9270924	-0.3831444	-9.471425	0.77791417	-1.2593814	0.24953175	0.06493749	-0.14929862	0.007625087	0.0029798918	-0.008642301	6.690549E-4
1526711554299	-0.7101221	0.47696358	-0.007452556	1.2704971	0.7388566	-9.729693	0.3349893	-0.3775573	0.07171345	0.06829101	-0.15307829	0.008342998	0.003646756	-0.010155823	7.4898184E-4
1526711554321	-0.40776128	0.31513664	0.009581857	0.9089214	0.49800584	-10.255796	-0.2408447	0.018503875	-0.27338982	0.065879956	-0.15289305	0.005606138	0.0043183374	-0.0116873365	8.188031E-4
1526711554343	-0.103271134	0.179926	0.028745573	1.0053294	0.84684575	-10.887119	-0.47542897	0.023922771	-0.83133984	0.061120518	-0.15265356	-0.0027162666	0.004954028	-0.013216725	8.332681E-4
1526711554370	0.18524924	0.15011577	-0.013840461	0.69184536	1.2384707	-10.647983	-0.60850304	0.39374036	-1.0325422	0.055047467	-0.14872392	-0.013021355	0.005533724	-0.014720645	7.547349E-4
1526711554395	0.40030873	0.23102923	-0.020228365	0.6079534	1.6527548	-9.739259	-0.72170955	0.868773	-0.459445	0.047822554	-0.14002678	-0.017620781	0.0060486314	-0.016165962	6.0135825E-4
1526711554416	0.5078384	0.32152456	0.02555162	1.0658451	1.2213334	-8.534005	-0.41029626	0.9471376	0.5641451	0.04372767	-0.13057405	-0.011990437	0.0065054814	-0.017516304	4.5359362E-4
1526711554438	0.5451012	0.34175292	0.118176244	1.4221492	1.7819887	-6.965261	0.17096096	1.0968006	1.8810291	0.04543913	-0.11959416	0.006840229	0.006951798	-0.0187685	4.2781467E-4
1526711554460	0.58129936	0.2555162	0.23102923	1.4142152	2.342644	-5.3965178	0.5821755	1.7507339	3.3873801	0.05126719	-0.10206785	0.040750727	0.0074358536	-0.019878011	6.6602725E-4
1526711554483	0.65369564	0.033004176	0.46738172	1.2318821	1.4605633	-4.784325	0.632409	1.6734743	4.493992	0.057578832	-0.085366055	0.085602164	0.007979012	-0.020813335	0.0012965479
1526711554506	0.71438074	-0.30449015	0.765484	1.1604425	1.0207163	-5.1382494	0.49781132	1.067596	4.6746445	0.06256234	-0.07467853	0.13239925	0.008580369	-0.021614425	0.0023877358
1526711554528	0.77613044	-0.67392397	0.9464746	0.8689526	1.0286859	-5.4252143	0.28171003	0.89988697	4.4003673	0.06538249	-0.06566992	0.1764506	0.009220786	-0.022316927	0.003933658
1526711554550	0.8953714	-0.987996	1.0603923	0.051211208	1.3360757	-4.9182425	-0.21407124	1.1240187	4.5930843	0.06324599	-0.05445186	0.22229101	0.009862662	-0.022916354	0.0059234407
1526711554572	0.9411513	-1.2669345	1.1530168	-0.25464404	1.6374173	-5.5304346	-0.7215904	1.4930946	4.6203456	0.056022268	-0.039504737	0.26854452	0.010459649	-0.023386646	0.008380277
1526711554596	0.8666258	-1.5575842	1.2264777	-0.67931044	1.7334567	-7.13744	-1.1426079	1.7513635	3.56328	0.044618685	-0.022025583	0.30410716	0.010961863	-0.023693692	0.011237898
