1526704050039	117.165845049	31.903483061	0.162659	0.0
1526704051651	117.16582339708962	31.90365451039816	0.0	-0.0
1526704062636	117.165877089	31.903630205	1.057025	135.76674
1526704067641	117.165949813	31.903593742	1.306379	119.58041
1526704072645	117.166017373	31.903557233	1.201714	122.64619
1526704077631	117.16608316	31.903524654	1.072225	119.95042
1526704082672	117.166146379	31.903501412	0.835351	118.46586
1526704087652	117.166214333	31.903462699	1.31545	118.776566
1526704092647	117.166269928	31.903434744	1.074118	101.504326
1526704097646	117.16633799	31.903420554	0.895485	101.795296
1526704102633	117.166409688	31.903406658	1.122851	99.06778
1526704107632	117.166484878	31.903383034	1.054965	102.760376
1526704112708	117.166559764	31.903362107	1.30636	102.12815
1526704117640	117.166638891	31.903348017	1.29175	86.92088
1526704122637	117.16671703	31.903341405	1.603956	102.02938
1526704127673	117.166793595	31.903335554	1.195968	93.24369
1526704132649	117.166852699	31.903334841	0.822031	95.683
1526704137644	117.166916975	31.903334874	0.858398	91.3858
1526704142652	117.166986728	31.903325039	1.04249	94.15617
1526704147663	117.167059225	31.903320894	0.997648	90.867516
1526704152649	117.167133312	31.903326332	0.878462	76.39287
1526704157639	117.167210388	31.903337677	1.024112	78.128975
1526704162654	117.167293496	31.903334233	0.984123	95.29806
1526704167634	117.167376539	31.903339175	1.080555	79.706726
1526704172634	117.167450991	31.903345998	0.937697	72.14203
1526704177635	117.167518995	31.90335191	1.000501	80.85405
1526704182673	117.167587267	31.903358766	0.886439	79.89123
1526704187634	117.167649602	31.903373525	0.935384	70.571365
1526704192640	117.167714841	31.903380465	0.928954	81.49093
1526704197635	117.167783684	31.903385886	0.851793	78.087654
1526704202649	117.167847749	31.903383075	1.007416	92.16115
1526704207630	117.167924011	31.903384993	0.771565	85.249725
1526704212661	117.167997442	31.903377289	1.084633	87.749954
1526704217669	117.168065047	31.903375957	0.920066	85.015205
1526704222633	117.168133723	31.903380177	0.957241	83.16021
1526704227629	117.168216724	31.903384235	1.048603	86.00365
1526704232661	117.168299465	31.903379758	1.008884	86.884254
1526704237638	117.168371041	31.903365684	0.985482	95.915184
1526704242636	117.168439828	31.903356063	0.905921	89.70185
1526704247665	117.168508768	31.903346755	0.889668	93.77473
1526704252654	117.168573486	31.903339207	0.797276	91.00163
1526704257636	117.168638929	31.903320593	1.100721	97.00258
1526704262632	117.168705163	31.903309266	1.072602	96.774864
1526704267636	117.168777513	31.903300647	0.788965	98.13612
1526704272643	117.16885621	31.903293305	1.083036	97.900955
1526704277632	117.168924395	31.903289158	0.732845	94.93975
1526704282663	117.168995455	31.903275299	0.897341	100.75403
1526704287631	117.169065161	31.903258462	0.854969	97.90628
1526704292643	117.169140442	31.903243671	0.0	94.26012
1526704297633	117.169208623	31.903222351	0.97339	111.17904
1526704302636	117.169273167	31.903187175	0.908726	125.18015
1526704307648	117.169332277	31.903156521	0.946521	118.466644
1526704312664	117.169383405	31.903119076	1.01918	127.17959
1526704317632	117.169437417	31.903077845	1.113968	129.84828
1526704322650	117.16948905	31.903040981	0.819827	126.90456
1526704327641	117.16953066	31.903007523	1.143237	126.826126
1526704332642	117.169583085	31.902976728	1.010254	121.706665
1526704337637	117.169635985	31.902938562	0.966781	134.26657
1526704342637	117.169690756	31.902898918	0.976524	125.960754
1526704347630	117.169735985	31.902857465	1.01482	140.93143
1526704352633	117.169781967	31.902818753	0.824465	124.249916
1526704357633	117.169839049	31.902776201	0.978923	130.12645
1526704363646	117.169886848	31.902740195	0.850229	122.239494
1526704368641	117.169936019	31.902705444	1.105406	107.18916
1526704373640	117.169986784	31.902669299	0.662915	131.86807
1526704378629	117.170039092	31.90263133	1.011557	122.94369
1526704383638	117.170093118	31.902584307	0.980129	124.83308
1526704388637	117.170149765	31.902543962	0.862191	118.45981
1526704394642	117.170190932	31.902514572	0.750744	118.45981
1526704399630	117.170253554	31.902472279	0.921922	131.42838
1526704404634	117.170317275	31.902428126	0.812137	131.00111
1526704409662	117.170362568	31.902378603	0.848419	127.04559
1526704414641	117.17041295	31.902333978	1.100739	133.65915
1526704419640	117.170464374	31.902292422	1.094104	133.7755
1526704424635	117.170517424	31.902257488	1.141864	136.42285
1526704429634	117.170559227	31.902205656	0.940032	140.98721
1526704434632	117.170599212	31.902163646	1.172962	145.39052
1526704439631	117.170633567	31.902114852	1.180877	142.61658
1526704444642	117.170685837	31.902064537	1.118993	135.32013
1526704449636	117.170731354	31.902014996	1.020214	141.10666
1526704454631	117.170772708	31.901965759	1.056504	138.844
1526704459652	117.170813573	31.901920533	1.15419	150.79427
1526704464675	117.170854384	31.901872066	1.296517	138.24677
1526704469633	117.170903352	31.901828928	1.286158	135.32913
1526704474631	117.17094573	31.901779889	0.819379	147.906
1526704479630	117.170995148	31.901733361	1.137502	143.89787
1526704484640	117.17103947	31.901686124	1.276191	136.43347
1526704489647	117.171089096	31.90163957	1.35447	135.46121
1526704494644	117.171137229	31.901588682	1.428208	141.69788
1526704499642	117.171171348	31.901547689	1.207249	153.9262
