2018-05-19 12:27:35:009	1526704055009	*	*	0.0	*	*	*
2018-05-19 12:33:21:923	1526704401923	131.42838	0.921922	0.0	-0.08599492	-0.9962956	0.0
2018-05-19 12:33:26:961	1526704406961	131.00111	0.812137	0.0	-0.05060429	-0.9987188	0.0
2018-05-19 12:33:31:985	1526704411985	127.04559	0.848419	0.0	0.2342745	-0.9721705	0.0
2018-05-19 12:33:37:002	1526704417002	133.65915	1.100739	0.0	-0.85521466	0.51827395	0.0
2018-05-19 12:33:42:025	1526704422025	133.7755	1.094104	0.0	0.6132073	0.78992206	0.0
2018-05-19 12:33:47:041	1526704427041	136.42285	1.141864	0.0	-0.36238587	-0.9320282	0.0
2018-05-19 12:33:52:058	1526704432058	140.98721	0.940032	0.0	-0.8538082	0.5205877	0.0
2018-05-19 12:33:57:074	1526704437074	145.39052	1.172962	0.0	-0.03723691	0.99930644	0.0
2018-05-19 12:34:02:096	1526704442096	142.61658	1.180877	0.0	0.47776747	-0.87848634	0.0
2018-05-19 12:34:07:113	1526704447113	135.32013	1.118993	0.0	-0.9734682	-0.22882243	0.0
2018-05-19 12:34:12:130	1526704452130	141.10666	1.020214	0.0	0.47599933	0.8794456	0.0
2018-05-19 12:34:17:146	1526704457146	138.844	1.056504	0.0	0.8581842	-0.51334184	0.0
2018-05-19 12:34:22:160	1526704462160	150.79427	1.15419	0.0	-0.7819792	-0.6233045	0.0
2018-05-19 12:34:27:173	1526704467173	138.24677	1.296517	0.0	0.5821475	0.81308323	0.0
2018-05-19 12:34:32:191	1526704472191	135.32913	1.286158	0.0	-0.12894155	-0.9916522	0.0
2018-05-19 12:34:37:210	1526704477210	147.906	0.819379	0.0	-0.44942126	-0.89331996	0.0
2018-05-19 12:34:42:235	1526704482235	143.89787	1.137502	0.0	-0.9914906	0.13017824	0.0
2018-05-19 12:34:47:264	1526704487264	136.43347	1.276191	0.0	-0.36673677	-0.93032473	0.0
2018-05-19 12:34:52:297	1526704492297	135.46121	1.35447	0.0	0.90004814	-0.43579048	0.0
2018-05-19 12:34:57:327	1526704497327	141.69788	1.428208	0.0	-0.95377547	-0.30052015	0.0
2018-05-19 12:35:02:350	1526704502350	153.9262	1.207249	0.0	0.8451888	0.5344679	0.0
2018-05-19 12:35:07:371	1526704507371	133.22455	1.07979	0.0	0.9464839	0.32275105	0.0
