5	1526708784284	1.1122231	0.22258885	-10.131444	0.83255696	-0.28426176	-0.14585717	4.75	33.5625	36.0625	0.7940674	0.04801545	0.03554475	-0.60488683
5	1526708784341	1.2736479	0.03528402	-9.557514	0.83255696	-0.28426176	-0.14585717	5.375	34.9375	34.625	0.7952719	0.054123864	0.029895367	-0.6030916
5	1526708784342	1.1828068	-0.115128376	-9.20359	0.9486039	-0.7431263	-0.40137336	6.0625	34.9375	33.9375	0.79437613	0.05390248	0.021584902	-0.6046447
5	1526708784342	1.0399611	-0.47669345	-9.165328	1.0071597	-0.68776447	-0.40137336	5.9375	37.0625	32.5	0.78780663	0.046568688	0.01620212	-0.6139459
5	1526708784418	0.9312725	-0.293223	-8.687053	1.1743098	-0.4375715	-0.41627848	5.1875	38.5	32.5	0.78681135	0.055717703	0.013120875	-0.61453336
5	1526708784418	1.213845	-0.6837533	-10.485369	0.9187937	-0.6579542	-0.19589576	5.875	37.0625	30.375	0.7877781	0.06182158	0.009661327	-0.61277276
5	1526708784418	0.8382523	-0.5377954	-9.901873	-0.8463974	-0.009581857	0.1884432	5.9375	38.5	32.5	0.78598803	0.06337021	0.0026960042	-0.6149795
5	1526708784420	0.573602	0.0923025	-9.576645	-0.17779669	-0.056426495	0.023422318	5.875	38.5	31.8125	0.7821041	0.059864547	-0.004644159	-0.62024826
5	1526708784440	1.3951726	-0.7088509	-9.84448	-0.134146	-0.09155997	0.015969763	6.625	37.0625	31.125	0.7809496	0.06584899	-0.019895423	-0.62079453
5	1526708784469	0.3628794	-1.1134688	-8.964453	0.055361845	-0.246999	-0.0031939526	5.875	38.5	31.125	0.7820885	0.06586368	-0.023400394	-0.619235
5	1526708784476	0.7697759	-0.45077795	-7.893115	0.17566739	-0.381145	0.01277581	7.375	37.75	32.5	0.78130823	0.062532306	-0.023450382	-0.620562
5	1526708784499	0.69885623	0.5001676	-8.093991	0.14053391	-0.36517525	0.053232543	4.5625	36.375	32.5	0.7808344	0.059390347	-0.026465686	-0.62134534
5	1526708784499	0.46415493	-0.21027979	-9.194024	0.053232543	-0.2640334	0.057491146	5.9375	36.3125	31.0625	0.7822683	0.05895874	-0.02199806	-0.61975497
5	1526708784507	0.04634455	-1.2868409	-11.097561	0.0	-0.13733996	0.055361845	5.25	36.375	31.8125	0.7838137	0.066044256	-0.024331171	-0.61699456
5	1526708784517	0.3416408	-1.8838292	-10.581023	0.15543902	-0.017034413	0.10114183	6.6875	37.0625	32.5	0.7854406	0.074705794	-0.024516378	-0.61392266
5	1526708784527	0.6660987	-1.4520038	-9.949699	0.5227436	0.13095206	0.119240895	8.0	38.4375	30.375	0.7865452	0.08438981	-0.021993972	-0.6113438
5	1526708784538	0.43694562	-1.1145025	-9.155763	0.6728593	0.27467993	0.010646508	5.875	37.0625	29.75	0.7851293	0.096148245	-0.019125275	-0.6115241
5	1526708784548	0.3734507	-0.71304715	-8.859232	0.61643285	0.40137336	-0.12882276	5.875	37.0625	30.375	0.78421444	0.108856715	-0.014164084	-0.61070234
5	1526708784557	0.54738796	-0.5353143	-9.442728	0.60152775	0.5003859	-0.21399482	6.5	38.4375	29.75	0.78076565	0.124256894	-0.009442056	-0.6122712
5	1526708784568	0.38514155	-0.662645	-10.102748	0.7601607	0.57704073	-0.2491283	4.5625	35.6875	32.5	0.7730627	0.13840814	-0.008202756	-0.618991
5	1526708784578	0.2682745	-0.8824392	-10.255796	0.98906064	0.66008353	-0.27787387	6.5625	37.0625	30.375	0.764579	0.13950203	-0.0017020748	-0.62924975
5	1526708784588	0.51477593	-0.9120856	-10.456673	1.122142	0.7708072	-0.3034255	3.75	36.375	29.75	0.75968397	0.15374549	-0.0014799184	-0.6318548
5	1526708784597	1.2038137	-0.63630676	-10.514065	1.1594048	0.93902206	-0.3289771	6.5	38.4375	29.75	0.7493809	0.16387485	-0.007992806	-0.64149
